timestamp,session,stage,filters_applied,sample_size,p_model_ug,p_model_u,p_model_ux,p_model_o,p_model_i,p_model_dx,p_model_d,p_model_dg
2025-05-12T06:05:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:10:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:15:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:20:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:25:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:30:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:35:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:40:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:45:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:50:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T06:55:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:00:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:05:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:10:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:15:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:20:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:25:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:30:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:35:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:40:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:45:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:50:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T07:55:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T08:00:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T08:05:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T08:10:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T08:15:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T08:20:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-12T08:25:00-04:00,OS,preopen_pending,{},0,,,,,,,,
2025-05-12T08:30:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T08:35:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T08:40:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T08:45:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T08:50:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T08:55:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T09:00:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T09:05:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T09:10:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T09:15:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T09:20:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T09:25:00-04:00,TR,preopen_pending,{},0,,,,,,,,
2025-05-12T09:30:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T09:35:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T09:40:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T09:45:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T09:50:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T09:55:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:00:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:05:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:10:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:15:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:20:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:25:00-04:00,RR,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:30:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:35:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:40:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:45:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:50:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T10:55:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:00:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:05:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:10:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:15:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:20:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:25:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:30:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:35:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:40:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:45:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:50:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T11:55:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:00:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:05:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:10:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:15:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:20:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:25:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:30:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:35:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:40:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:45:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:50:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T12:55:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:00:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:05:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:10:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:15:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:20:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:25:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:30:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:35:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:40:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:45:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:50:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T13:55:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:00:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:05:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:10:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:15:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:20:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:25:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:30:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:35:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:40:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:45:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:50:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T14:55:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:00:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:05:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:10:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:15:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:20:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:25:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:30:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:35:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:40:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:45:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:50:00-04:00,RS,intraday_wait_open,{},0,,,,,,,,
2025-05-12T15:55:00-04:00,RS,inactive,{},0,,,,,,,,
2025-05-12T16:00:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:05:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:10:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:15:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:20:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:25:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:30:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:35:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:40:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:45:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:50:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T16:55:00-04:00,TOUT,inactive,{},0,,,,,,,,
2025-05-12T18:00:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:05:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:10:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:15:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:20:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:25:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:30:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:35:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:40:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:45:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:50:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T18:55:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T19:00:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T19:05:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T19:10:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T19:15:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T19:20:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T19:25:00-04:00,TA,inactive,{},0,,,,,,,,
2025-05-12T19:30:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T19:35:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T19:40:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T19:45:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T19:50:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T19:55:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T20:00:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T20:05:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T20:10:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T20:15:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T20:20:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T20:25:00-04:00,AR,inactive,{},0,,,,,,,,
2025-05-12T20:30:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T20:35:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T20:40:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T20:45:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T20:50:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T20:55:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:00:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:05:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:10:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:15:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:20:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:25:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:30:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:35:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:40:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:45:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:50:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T21:55:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:00:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:05:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:10:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:15:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:20:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:25:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:30:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:35:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:40:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:45:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:50:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T22:55:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:00:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:05:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:10:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:15:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:20:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:25:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:30:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:35:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:40:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:45:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:50:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-12T23:55:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:00:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:05:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:10:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:15:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:20:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:25:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:30:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:35:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:40:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:45:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:50:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T00:55:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:00:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:05:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:10:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:15:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:20:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:25:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:30:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:35:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:40:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:45:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:50:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T01:55:00-04:00,AS,inactive,{},0,,,,,,,,
2025-05-13T02:00:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:05:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:10:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:15:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:20:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:25:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:30:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:35:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:40:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:45:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:50:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T02:55:00-04:00,TO,inactive,{},0,,,,,,,,
2025-05-13T03:00:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:05:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:10:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:15:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:20:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:25:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:30:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:35:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:40:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:45:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:50:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T03:55:00-04:00,OR,inactive,{},0,,,,,,,,
2025-05-13T04:00:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:05:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:10:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:15:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:20:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:25:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:30:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:35:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:40:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:45:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:50:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T04:55:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:00:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:05:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:10:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:15:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:20:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:25:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:30:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:35:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:40:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:45:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:50:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T05:55:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:00:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:05:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:10:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:15:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:20:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:25:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:30:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:35:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:40:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:45:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:50:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T06:55:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:00:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:05:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:10:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:15:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:20:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:25:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:30:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:35:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:40:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:45:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:50:00-04:00,OS,inactive,{},0,,,,,,,,
2025-05-13T07:55:00-04:00,OS,inactive,{},0,,,,,,,,
